iddepto,nomdepto,idmpio,nompio,tiporegimen,identidad,nomentidad,año,mes,total
15,15 - BOYACÁ,15293,15293 - GACHANTIVÁ,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,95
15,15 - BOYACÁ,15293,15293 - GACHANTIVÁ,CONTRIBUTIVO,ESSC24,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL ZONA SUR ORIENTAL DE CARTAGENA LTDA. COOSALUD E.S.S.-CM,2017,Abril,11
15,15 - BOYACÁ,15293,15293 - GACHANTIVÁ,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,8
15,15 - BOYACÁ,15293,15293 - GACHANTIVÁ,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,564
15,15 - BOYACÁ,15293,15293 - GACHANTIVÁ,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,21
15,15 - BOYACÁ,15293,15293 - GACHANTIVÁ,SUBSIDIADO,ESS024,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL ZONA SUR ORIENTAL DE CARTAGENA LTDA. COOSALUD E.S.S.,2017,Abril,695
15,15 - BOYACÁ,15293,15293 - GACHANTIVÁ,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,1002
15,15 - BOYACÁ,15296,15296 - GÁMEZA,CONTRIBUTIVO,CCFC24,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""-CM",2017,Abril,2
15,15 - BOYACÁ,15296,15296 - GÁMEZA,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,342
15,15 - BOYACÁ,15296,15296 - GÁMEZA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,439
15,15 - BOYACÁ,15296,15296 - GÁMEZA,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,1211
15,15 - BOYACÁ,15296,15296 - GÁMEZA,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,41
15,15 - BOYACÁ,15296,15296 - GÁMEZA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,40
15,15 - BOYACÁ,15296,15296 - GÁMEZA,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,1724
15,15 - BOYACÁ,15299,15299 - GARAGOA,CONTRIBUTIVO,CCFC09,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY-CM,2017,Abril,2
15,15 - BOYACÁ,15299,15299 - GARAGOA,CONTRIBUTIVO,CCFC24,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""-CM",2017,Abril,6
15,15 - BOYACÁ,15299,15299 - GARAGOA,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,4892
15,15 - BOYACÁ,15299,15299 - GARAGOA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,3
15,15 - BOYACÁ,15299,15299 - GARAGOA,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,1034
15,15 - BOYACÁ,15299,15299 - GARAGOA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,225
15,15 - BOYACÁ,15299,15299 - GARAGOA,CONTRIBUTIVO,EPS041,LA NUEVA EPS S.A.-CM,2017,Abril,1
15,15 - BOYACÁ,15299,15299 - GARAGOA,CONTRIBUTIVO,ESSC02,EMPRESA MUTUAL PARA EL DESARROLLO INTEGRAL  DE LA SALUD E.S.S. EMDISALUD ESS-CM,2017,Abril,19
15,15 - BOYACÁ,15299,15299 - GARAGOA,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,47
15,15 - BOYACÁ,15299,15299 - GARAGOA,SUBSIDIADO,CCF009,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY,2017,Abril,302
15,15 - BOYACÁ,15299,15299 - GARAGOA,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,1295
15,15 - BOYACÁ,15299,15299 - GARAGOA,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,804
15,15 - BOYACÁ,15299,15299 - GARAGOA,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,58
15,15 - BOYACÁ,15299,15299 - GARAGOA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,41
15,15 - BOYACÁ,15299,15299 - GARAGOA,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,549
15,15 - BOYACÁ,15299,15299 - GARAGOA,SUBSIDIADO,ESS002,EMPRESA MUTUAL PARA EL DESARROLLO INTEGRAL  DE LA SALUD E.S.S. EMDISALUD ESS,2017,Abril,1871
15,15 - BOYACÁ,15299,15299 - GARAGOA,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,3532
15,15 - BOYACÁ,15317,15317 - GUACAMAYAS,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,52
15,15 - BOYACÁ,15317,15317 - GUACAMAYAS,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,22
15,15 - BOYACÁ,15317,15317 - GUACAMAYAS,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,19
15,15 - BOYACÁ,15317,15317 - GUACAMAYAS,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,1125
15,15 - BOYACÁ,15322,15322 - GUATEQUE,CONTRIBUTIVO,CCFC09,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY-CM,2017,Abril,12
15,15 - BOYACÁ,15322,15322 - GUATEQUE,CONTRIBUTIVO,CCFC24,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""-CM",2017,Abril,11
15,15 - BOYACÁ,15322,15322 - GUATEQUE,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,3585
15,15 - BOYACÁ,15322,15322 - GUATEQUE,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,20
15,15 - BOYACÁ,15322,15322 - GUATEQUE,CONTRIBUTIVO,EPS018,EPS SERVICIO OCCIDENTAL DE SALUD  S.A. - EPS S.O.S. S.A.,2017,Abril,2
15,15 - BOYACÁ,15322,15322 - GUATEQUE,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,282
15,15 - BOYACÁ,15322,15322 - GUATEQUE,CONTRIBUTIVO,EPS041,LA NUEVA EPS S.A.-CM,2017,Abril,2
15,15 - BOYACÁ,15322,15322 - GUATEQUE,CONTRIBUTIVO,ESSC02,EMPRESA MUTUAL PARA EL DESARROLLO INTEGRAL  DE LA SALUD E.S.S. EMDISALUD ESS-CM,2017,Abril,12
15,15 - BOYACÁ,15322,15322 - GUATEQUE,SUBSIDIADO,CCF009,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY,2017,Abril,1083
15,15 - BOYACÁ,15322,15322 - GUATEQUE,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,1086
15,15 - BOYACÁ,15322,15322 - GUATEQUE,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,233
15,15 - BOYACÁ,15322,15322 - GUATEQUE,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,20
15,15 - BOYACÁ,15322,15322 - GUATEQUE,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,1210
15,15 - BOYACÁ,15322,15322 - GUATEQUE,SUBSIDIADO,ESS002,EMPRESA MUTUAL PARA EL DESARROLLO INTEGRAL  DE LA SALUD E.S.S. EMDISALUD ESS,2017,Abril,943
15,15 - BOYACÁ,15325,15325 - GUAYATÁ,CONTRIBUTIVO,CCFC09,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY-CM,2017,Abril,7
15,15 - BOYACÁ,15325,15325 - GUAYATÁ,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,176
15,15 - BOYACÁ,15325,15325 - GUAYATÁ,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,2
15,15 - BOYACÁ,15325,15325 - GUAYATÁ,SUBSIDIADO,CCF009,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY,2017,Abril,630
15,15 - BOYACÁ,15325,15325 - GUAYATÁ,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,378
15,15 - BOYACÁ,15325,15325 - GUAYATÁ,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,32
15,15 - BOYACÁ,15325,15325 - GUAYATÁ,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,10
15,15 - BOYACÁ,15325,15325 - GUAYATÁ,SUBSIDIADO,ESS002,EMPRESA MUTUAL PARA EL DESARROLLO INTEGRAL  DE LA SALUD E.S.S. EMDISALUD ESS,2017,Abril,683
15,15 - BOYACÁ,15325,15325 - GUAYATÁ,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,793
15,15 - BOYACÁ,15332,15332 - GUICÁN,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,302
15,15 - BOYACÁ,15332,15332 - GUICÁN,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,43
15,15 - BOYACÁ,15332,15332 - GUICÁN,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,79
15,15 - BOYACÁ,15332,15332 - GUICÁN,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,22
15,15 - BOYACÁ,15332,15332 - GUICÁN,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,16
15,15 - BOYACÁ,15332,15332 - GUICÁN,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,3615
15,15 - BOYACÁ,15362,15362 - IZA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,1
15,15 - BOYACÁ,15362,15362 - IZA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,240
15,15 - BOYACÁ,15362,15362 - IZA,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,248
15,15 - BOYACÁ,15362,15362 - IZA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,41
15,15 - BOYACÁ,15362,15362 - IZA,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,758
15,15 - BOYACÁ,15367,15367 - JENESANO,CONTRIBUTIVO,CCFC09,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY-CM,2017,Abril,25
15,15 - BOYACÁ,15367,15367 - JENESANO,CONTRIBUTIVO,CCFC24,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""-CM",2017,Abril,20
15,15 - BOYACÁ,15367,15367 - JENESANO,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,1
15,15 - BOYACÁ,15367,15367 - JENESANO,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,219
15,15 - BOYACÁ,15367,15367 - JENESANO,SUBSIDIADO,CCF009,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY,2017,Abril,1690
15,15 - BOYACÁ,15367,15367 - JENESANO,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,2533
15,15 - BOYACÁ,15367,15367 - JENESANO,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,61
15,15 - BOYACÁ,15367,15367 - JENESANO,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,682
15,15 - BOYACÁ,15368,15368 - JERICÓ,CONTRIBUTIVO,CCFC24,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""-CM",2017,Abril,9
15,15 - BOYACÁ,15368,15368 - JERICÓ,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,273
15,15 - BOYACÁ,15368,15368 - JERICÓ,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,31
15,15 - BOYACÁ,15368,15368 - JERICÓ,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,802
15,15 - BOYACÁ,15368,15368 - JERICÓ,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,82
15,15 - BOYACÁ,15368,15368 - JERICÓ,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,374
15,15 - BOYACÁ,15368,15368 - JERICÓ,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,1494
15,15 - BOYACÁ,15377,15377 - LABRANZAGRANDE,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,92
15,15 - BOYACÁ,15377,15377 - LABRANZAGRANDE,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,29
15,15 - BOYACÁ,15377,15377 - LABRANZAGRANDE,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,55
15,15 - BOYACÁ,15377,15377 - LABRANZAGRANDE,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,616
15,15 - BOYACÁ,15377,15377 - LABRANZAGRANDE,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,2062
15,15 - BOYACÁ,15380,15380 - LA CAPILLA,CONTRIBUTIVO,CCFC09,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY-CM,2017,Abril,3
15,15 - BOYACÁ,15380,15380 - LA CAPILLA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,114
15,15 - BOYACÁ,15380,15380 - LA CAPILLA,CONTRIBUTIVO,ESSC02,EMPRESA MUTUAL PARA EL DESARROLLO INTEGRAL  DE LA SALUD E.S.S. EMDISALUD ESS-CM,2017,Abril,1
15,15 - BOYACÁ,15380,15380 - LA CAPILLA,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,2
15,15 - BOYACÁ,15380,15380 - LA CAPILLA,SUBSIDIADO,CCF009,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY,2017,Abril,193
15,15 - BOYACÁ,15380,15380 - LA CAPILLA,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,413
15,15 - BOYACÁ,15380,15380 - LA CAPILLA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,16
15,15 - BOYACÁ,15380,15380 - LA CAPILLA,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,136
15,15 - BOYACÁ,15380,15380 - LA CAPILLA,SUBSIDIADO,ESS002,EMPRESA MUTUAL PARA EL DESARROLLO INTEGRAL  DE LA SALUD E.S.S. EMDISALUD ESS,2017,Abril,562
15,15 - BOYACÁ,15380,15380 - LA CAPILLA,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,579
15,15 - BOYACÁ,15401,15401 - LA VICTORIA,CONTRIBUTIVO,CCFC09,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY-CM,2017,Abril,22
15,15 - BOYACÁ,15401,15401 - LA VICTORIA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,42
15,15 - BOYACÁ,15401,15401 - LA VICTORIA,CONTRIBUTIVO,ESSC24,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL ZONA SUR ORIENTAL DE CARTAGENA LTDA. COOSALUD E.S.S.-CM,2017,Abril,11
15,15 - BOYACÁ,15401,15401 - LA VICTORIA,SUBSIDIADO,CCF009,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY,2017,Abril,306
15,15 - BOYACÁ,15401,15401 - LA VICTORIA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,4
15,15 - BOYACÁ,15401,15401 - LA VICTORIA,SUBSIDIADO,ESS024,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL ZONA SUR ORIENTAL DE CARTAGENA LTDA. COOSALUD E.S.S.,2017,Abril,652
15,15 - BOYACÁ,15403,15403 - LA UVITA,CONTRIBUTIVO,CCFC09,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY-CM,2017,Abril,29
15,15 - BOYACÁ,15403,15403 - LA UVITA,CONTRIBUTIVO,CCFC24,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""-CM",2017,Abril,3
15,15 - BOYACÁ,15403,15403 - LA UVITA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,178
15,15 - BOYACÁ,15403,15403 - LA UVITA,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,2
15,15 - BOYACÁ,15403,15403 - LA UVITA,SUBSIDIADO,CCF009,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY,2017,Abril,1400
15,15 - BOYACÁ,15403,15403 - LA UVITA,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,464
15,15 - BOYACÁ,15403,15403 - LA UVITA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,27
15,15 - BOYACÁ,15407,15407 - VILLA DE LEIVA,CONTRIBUTIVO,CCFC09,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY-CM,2017,Abril,46
15,15 - BOYACÁ,15407,15407 - VILLA DE LEIVA,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,4315
15,15 - BOYACÁ,15407,15407 - VILLA DE LEIVA,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,24
15,15 - BOYACÁ,15407,15407 - VILLA DE LEIVA,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,365
15,15 - BOYACÁ,15407,15407 - VILLA DE LEIVA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,691
15,15 - BOYACÁ,15407,15407 - VILLA DE LEIVA,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,198
15,15 - BOYACÁ,15407,15407 - VILLA DE LEIVA,SUBSIDIADO,CCF009,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY,2017,Abril,809
15,15 - BOYACÁ,15407,15407 - VILLA DE LEIVA,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,353
15,15 - BOYACÁ,15407,15407 - VILLA DE LEIVA,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,19
15,15 - BOYACÁ,15407,15407 - VILLA DE LEIVA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,33
15,15 - BOYACÁ,15407,15407 - VILLA DE LEIVA,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,5602
15,15 - BOYACÁ,15425,15425 - MACANAL,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,445
15,15 - BOYACÁ,15425,15425 - MACANAL,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,1
15,15 - BOYACÁ,15425,15425 - MACANAL,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,2
15,15 - BOYACÁ,15425,15425 - MACANAL,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,20
15,15 - BOYACÁ,15425,15425 - MACANAL,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,24
15,15 - BOYACÁ,15425,15425 - MACANAL,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,89
15,15 - BOYACÁ,15425,15425 - MACANAL,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,10
15,15 - BOYACÁ,15425,15425 - MACANAL,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,485
15,15 - BOYACÁ,15425,15425 - MACANAL,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,2284
15,15 - BOYACÁ,15442,15442 - MARIPÍ,CONTRIBUTIVO,CCFC09,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY-CM,2017,Abril,14
15,15 - BOYACÁ,15466,15466 - MONGUÍ,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,57
15,15 - BOYACÁ,15442,15442 - MARIPÍ,CONTRIBUTIVO,CCFC24,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""-CM",2017,Abril,13
15,15 - BOYACÁ,15442,15442 - MARIPÍ,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,113
15,15 - BOYACÁ,15442,15442 - MARIPÍ,CONTRIBUTIVO,ESSC02,EMPRESA MUTUAL PARA EL DESARROLLO INTEGRAL  DE LA SALUD E.S.S. EMDISALUD ESS-CM,2017,Abril,22
15,15 - BOYACÁ,15442,15442 - MARIPÍ,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,1
15,15 - BOYACÁ,15442,15442 - MARIPÍ,SUBSIDIADO,CCF009,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY,2017,Abril,910
15,15 - BOYACÁ,15442,15442 - MARIPÍ,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,1373
15,15 - BOYACÁ,15442,15442 - MARIPÍ,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,45
15,15 - BOYACÁ,15442,15442 - MARIPÍ,SUBSIDIADO,ESS002,EMPRESA MUTUAL PARA EL DESARROLLO INTEGRAL  DE LA SALUD E.S.S. EMDISALUD ESS,2017,Abril,2397
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,CONTRIBUTIVO,CCFC09,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY-CM,2017,Abril,130
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,CONTRIBUTIVO,CCFC24,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""-CM",2017,Abril,4
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,1751
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,2
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,CONTRIBUTIVO,EPS017,E.P.S.  FAMISANAR  LTDA.,2017,Abril,2
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,302
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,CONTRIBUTIVO,EPS041,LA NUEVA EPS S.A.-CM,2017,Abril,8
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,SUBSIDIADO,CCF009,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY,2017,Abril,3531
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,719
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,231
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,SUBSIDIADO,EPSS17,E.P.S.  FAMISANAR  LTDA.-CM,2017,Abril,3
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,64
15,15 - BOYACÁ,15455,15455 - MIRAFLORES,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,717
15,15 - BOYACÁ,15464,15464 - MONGUA,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,368
15,15 - BOYACÁ,15464,15464 - MONGUA,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,291
15,15 - BOYACÁ,15464,15464 - MONGUA,CONTRIBUTIVO,ESSC33,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA-CM,2017,Abril,13
15,15 - BOYACÁ,15464,15464 - MONGUA,SUBSIDIADO,CCF024,"CAJA DE COMPENSACIÓN FAMILIAR DEL HUILA ""COMFAMILIAR""",2017,Abril,518
15,15 - BOYACÁ,15464,15464 - MONGUA,SUBSIDIADO,EPSM03,CAFESALUD  E.P.S.  S.A.-CM,2017,Abril,57
15,15 - BOYACÁ,15464,15464 - MONGUA,SUBSIDIADO,EPSS37,NUEVA EPS S.A. -CM,2017,Abril,25
15,15 - BOYACÁ,15464,15464 - MONGUA,SUBSIDIADO,EPSS41,LA NUEVA EPS S.A.,2017,Abril,290
15,15 - BOYACÁ,15464,15464 - MONGUA,SUBSIDIADO,ESS133,COOPERATIVA DE SALUD COMUNITARIA-COMPARTA,2017,Abril,1810
15,15 - BOYACÁ,15466,15466 - MONGUÍ,CONTRIBUTIVO,CCFC09,CAJA DE COMPENSACIÓN FAMILIAR DE BOYACÁ COMFABOY-CM,2017,Abril,19
15,15 - BOYACÁ,15466,15466 - MONGUÍ,CONTRIBUTIVO,EPS003,CAFESALUD  E.P.S.  S.A.,2017,Abril,396
15,15 - BOYACÁ,15466,15466 - MONGUÍ,CONTRIBUTIVO,EPS005,E.P.S.  SANITAS  S.A.,2017,Abril,7
15,15 - BOYACÁ,15466,15466 - MONGUÍ,CONTRIBUTIVO,EPS037,LA NUEVA EPS S.A.,2017,Abril,419
